"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,is_weekend,is_holiday,is_peak_morning,is_peak_evening,is_off_peak,road_segment_name,road_class,road_type,segment_latitude,segment_longitude,road_length_km,num_lanes,speed_limit_kmph,has_signal,is_one_way,near_hospital,near_school,near_market,weather_condition,temperature_celsius,humidity_percent,visibility_m,rainfall_mm,wind_speed_kmph,incident_type,incident_active,incident_duration_min,incident_severity,vehicle_density_pct,vehicle_count,trucks_count,two_wheelers_count,cars_count,autos_count,buses_count,ambulances_count,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_dev,travel_time_min,free_flow_travel_time,delay_minutes,delay_index,queue_length_m,occupancy_rate,headway_seconds,flow_rate_veh_per_hr,saturation_flow_ratio,peak_hour_factor,weather_impact_factor,incident_impact_factor,density_lag_1h,density_lag_2h,density_lag_24h,speed_lag_1h,speed_lag_24h,density_rolling_3h_avg,density_rolling_7d_avg,congestion_level,congestion_score,is_congested"
"1946,2023-11-13 10:29:00,2023-11-13,10:29,10,29,Monday,0,11,2023,46,0,0,1,0,0,Anna Nagar Road,local,residential,12.930791,79.123039,10.36,1,30,0,0,0,0,0,Light Rain,33.0,53.8,2000,6.9,26.3,None,0,0,0,100.0,3108,190,1862,814,275,123,0,8.8,12.0,5.0,3.94,70.64,20.72,49.92,3.409,10360.0,1.0,5.0,300,0.927,1.8,0.88,1.0,110.19,119.94,100.38,7.9,16.8,109.99,81.26,Gridlock,1.0,1"
"1947,2024-07-13 22:38:00,2024-07-13,22:38,22,38,Saturday,5,7,2024,28,1,0,0,0,1,CMC Hospital Road,local,secondary,12.925649,79.128533,6.71,2,50,1,0,1,0,0,Cloudy,36.5,81.6,3000,0.0,8.0,None,0,0,0,15.99,643,77,289,169,88,42,1,43.3,53.7,21.1,3.16,9.3,8.05,1.25,1.155,1072.9,0.16,26.0,95,0.168,0.9,0.97,1.0,21.82,18.5,30.27,36.5,52.4,6.14,6.89,Free Flow,0.16,0"
"1948,2024-02-16 11:57:00,2024-02-16,11:57,11,57,Friday,4,2,2024,7,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.938226,79.128279,9.2,2,40,0,0,0,1,0,Cloudy,35.5,47.3,3000,0.0,0.0,Road Work,1,86,5,35.52,1960,293,996,596,288,94,3,29.6,36.1,18.2,6.01,18.65,13.8,4.85,1.351,3267.8,0.355,21.12,213,0.333,0.8,0.97,0.65,33.88,21.92,35.87,26.8,40.4,41.3,54.1,Light,0.355,0"
"1949,2023-03-22 08:36:00,2023-03-22,08:36,8,36,Wednesday,2,3,2023,12,0,0,1,0,0,Bagayam Road,SH66,primary,12.905134,79.131617,3.16,3,60,1,0,0,0,0,Clear,29.2,70.7,5000,0.0,25.5,Road Work,1,136,5,29.32,833,97,434,173,78,40,1,48.3,54.8,14.7,4.21,3.93,3.16,0.77,1.244,926.5,0.293,22.67,263,0.308,1.8,1.0,0.65,35.03,17.05,27.05,50.8,56.9,30.93,17.66,Light,0.293,0"
"1950,2023-11-18 03:44:00,2023-11-18,03:44,3,44,Saturday,5,11,2023,46,1,0,0,0,1,Anna Nagar Road,local,residential,12.931928,79.125016,11.91,1,30,0,0,0,0,0,Cloudy,36.0,74.4,3000,0.0,4.0,Festival Procession,1,15,5,6.86,245,23,128,89,34,12,0,27.8,31.7,19.1,3.88,25.71,23.82,1.89,1.079,817.0,0.069,28.29,20,0.07,0.3,0.97,0.5,14.31,0.0,0.75,32.2,32.2,3.34,26.04,Free Flow,0.069,0"
"1951,2024-01-08 10:34:00,2024-01-08,10:34,10,34,Monday,0,1,2024,2,0,0,1,0,0,Vellore Main Bazar,local,tertiary,12.928323,79.126389,8.07,2,40,0,0,0,0,1,Clear,36.4,65.5,5000,0.0,21.5,None,0,0,0,67.75,3280,297,1781,741,286,118,3,21.9,27.4,14.4,14.03,22.11,12.11,10.0,1.826,5467.4,0.677,13.06,406,0.702,1.8,1.0,1.0,58.03,73.12,53.49,25.9,21.8,60.29,69.74,Heavy,0.677,1"
"1952,2024-04-11 03:09:00,2024-04-11,03:09,3,9,Thursday,3,4,2024,15,0,0,0,0,1,Poonai Road,local,tertiary,12.934144,79.158769,1.83,2,40,0,0,0,0,0,Heavy Rain,39.3,80.7,800,51.7,23.0,None,0,0,0,3.05,33,2,14,7,3,0,2,25.5,29.8,13.2,11.6,4.31,2.75,1.56,1.567,55.8,0.03,29.24,18,0.027,0.2,0.65,1.0,0.0,0.0,10.77,29.0,29.4,13.0,4.13,Free Flow,0.03,0"
"1953,2024-06-02 19:38:00,2024-06-02,19:38,19,38,Sunday,6,6,2024,22,1,0,0,1,0,Jolarpet Road,NH234,primary,12.938794,79.182438,9.51,3,60,1,0,0,0,0,Light Rain,28.3,48.0,2000,6.6,8.9,None,0,0,0,87.41,7481,445,3897,2985,598,459,2,22.0,27.9,14.3,11.72,25.94,9.51,16.43,2.728,8312.7,0.874,8.15,786,0.774,1.4,0.88,1.0,84.85,77.74,105.23,18.9,28.4,96.28,79.06,Gridlock,0.874,1"
"1954,2024-02-19 06:05:00,2024-02-19,06:05,6,5,Monday,0,2,2024,8,0,0,0,0,0,Vellore Fort Road,local,secondary,12.945769,79.132431,5.39,2,50,1,0,1,1,0,Cloudy,35.9,79.6,3000,0.0,13.2,None,0,0,0,56.84,1838,94,1094,692,140,50,1,30.1,42.1,9.5,12.45,10.74,6.47,4.27,1.66,3063.7,0.568,15.79,341,0.569,0.8,0.97,1.0,42.48,71.73,69.7,22.5,38.1,62.18,53.59,Moderate,0.568,0"
"1955,2023-05-15 23:35:00,2023-05-15,23:35,23,35,Monday,0,5,2023,20,0,0,0,0,1,Arcot Road,NH234,primary,12.910201,79.128655,8.17,3,60,1,0,1,0,0,Cloudy,25.7,67.4,3000,0.0,14.3,None,0,0,0,8.44,620,45,367,193,73,44,1,54.9,63.7,34.8,7.51,8.93,8.17,0.76,1.093,689.5,0.084,27.89,75,0.093,0.8,0.97,1.0,5.19,6.24,0.0,51.9,63.6,12.37,19.91,Free Flow,0.084,0"
"1956,2023-04-02 23:20:00,2023-04-02,23:20,23,20,Sunday,6,4,2023,13,1,0,0,0,1,Katpadi Road,SH66,primary,12.934419,79.140498,8.72,3,60,1,0,0,0,0,Clear,24.8,60.4,5000,0.0,13.1,None,0,0,0,47.83,3753,373,2134,877,229,174,2,40.9,47.3,13.8,3.59,12.79,8.72,4.07,1.467,4170.8,0.478,18.04,430,0.443,0.9,1.0,1.0,34.63,51.23,48.09,46.6,46.0,53.83,33.44,Moderate,0.478,0"
"1957,2023-03-11 13:16:00,2023-03-11,13:16,13,16,Saturday,5,3,2023,10,1,0,0,0,0,Arcot Road,NH234,primary,12.907639,79.13291,6.72,3,60,1,0,1,0,0,Clear,39.8,91.7,5000,0.0,6.3,VIP Movement,1,44,5,32.37,1957,270,872,721,157,152,1,47.1,68.5,30.7,14.72,8.56,6.72,1.84,1.274,2175.3,0.324,21.91,291,0.321,0.9,1.0,0.6,29.1,16.97,24.03,54.3,50.5,34.42,39.4,Light,0.324,0"
"1958,2023-12-18 17:50:00,2023-12-18,17:50,17,50,Monday,0,12,2023,51,0,0,0,1,0,Arcot Road,NH234,primary,12.911325,79.12968,11.46,3,60,1,0,1,1,0,Fog,40.8,67.5,300,0.0,1.9,None,0,0,0,13.63,1405,131,754,544,79,57,0,38.2,54.1,12.9,9.96,18.0,11.46,6.54,1.571,1562.0,0.136,26.59,122,0.138,1.9,0.7,1.0,15.85,15.31,4.84,46.2,50.0,19.1,5.59,Free Flow,0.136,0"
"1959,2024-11-17 02:35:00,2024-11-17,02:35,2,35,Sunday,6,11,2024,46,1,0,0,0,1,Arcot Road,NH234,primary,12.909623,79.127928,1.32,3,60,1,0,1,0,0,Cloudy,32.6,60.0,3000,0.0,5.3,None,0,0,0,13.03,154,8,66,51,20,6,0,53.1,78.9,35.5,14.53,1.49,1.32,0.17,1.129,172.0,0.13,26.74,116,0.131,0.3,0.97,1.0,1.94,0.0,28.76,47.7,44.8,18.92,24.64,Free Flow,0.13,0"
"1960,2023-09-03 06:34:00,2023-09-03,06:34,6,34,Sunday,6,9,2023,35,1,0,0,0,0,Thorapadi Road,SH66,secondary,12.927492,79.114094,5.73,2,50,1,0,0,0,0,Cloudy,24.3,77.6,3000,0.0,28.9,Road Work,1,50,3,40.43,1389,201,618,484,133,64,2,35.4,48.1,10.9,9.67,9.71,6.88,2.83,1.411,2316.6,0.404,19.89,242,0.361,0.9,0.97,0.65,29.57,39.58,63.85,32.8,47.2,45.32,28.15,Moderate,0.404,0"
"1961,2023-09-26 18:19:00,2023-09-26,18:19,18,19,Tuesday,1,9,2023,39,0,0,0,1,0,Gudiyatham Road,SH149,secondary,12.944948,79.176019,8.48,2,50,1,0,0,0,0,Heavy Rain,27.5,53.0,800,41.7,21.4,None,0,0,0,92.42,4702,298,2232,1213,642,293,1,12.5,14.6,5.5,13.27,40.7,10.18,30.52,3.998,7837.2,0.924,6.89,554,0.759,1.9,0.65,1.0,80.15,81.82,87.02,7.7,8.9,88.73,103.39,Gridlock,0.924,1"
"1962,2023-08-29 06:47:00,2023-08-29,06:47,6,47,Tuesday,1,8,2023,35,0,0,0,0,0,Vellore Fort Road,local,secondary,12.943173,79.132679,2.68,2,50,1,0,1,0,0,Light Rain,35.7,40.6,2000,4.8,21.0,None,0,0,0,40.23,646,64,380,219,88,29,0,32.2,42.0,19.2,3.62,4.99,3.22,1.77,1.55,1078.2,0.402,19.94,241,0.347,0.8,0.88,1.0,51.3,49.27,24.03,39.0,22.0,32.57,24.38,Moderate,0.402,0"
"1963,2023-01-31 18:35:00,2023-01-31,18:35,18,35,Tuesday,1,1,2023,5,0,0,0,1,0,Vellore Main Bazar,local,tertiary,12.921867,79.123826,2.98,2,40,0,0,0,1,1,Fog,37.2,67.9,300,0.0,15.5,None,0,0,0,35.14,628,72,261,206,66,49,3,21.4,30.6,6.6,2.23,8.36,4.47,3.89,1.87,1047.2,0.351,21.21,210,0.361,1.9,0.7,1.0,47.25,21.27,38.33,23.9,25.3,35.27,19.87,Light,0.351,0"
"1964,2023-09-30 07:13:00,2023-09-30,07:13,7,13,Saturday,5,9,2023,39,1,0,0,0,0,Vellore Fort Road,local,secondary,12.946323,79.140731,9.29,2,50,1,0,1,0,0,Cloudy,40.6,75.4,3000,0.0,21.5,None,0,0,0,20.47,1140,57,679,347,145,56,3,41.9,54.5,20.2,9.23,13.3,11.15,2.15,1.193,1901.7,0.205,24.88,122,0.199,0.9,0.97,1.0,10.82,11.82,8.53,36.4,34.7,17.36,23.47,Light,0.205,0"
"1965,2023-10-06 16:17:00,2023-10-06,16:17,16,17,Friday,4,10,2023,40,0,0,0,0,0,Gudiyatham Road,SH149,secondary,12.936652,79.169104,0.82,2,50,1,0,0,0,0,Cloudy,37.1,82.9,3000,0.0,11.2,None,0,0,0,9.46,46,6,25,17,6,2,0,45.4,51.6,22.0,9.03,1.08,0.98,0.1,1.102,77.6,0.095,27.63,56,0.091,0.8,0.97,1.0,19.96,0.0,4.54,47.8,48.0,1.62,25.28,Free Flow,0.095,0"
"1966,2024-01-01 16:24:00,2024-01-01,16:24,16,24,Monday,0,1,2024,1,0,1,0,0,0,Gudiyatham Road,SH149,secondary,12.940588,79.171221,5.29,2,50,1,0,0,0,0,Heavy Rain,33.4,92.1,800,50.1,8.3,None,0,0,0,49.09,1558,115,764,566,209,92,1,21.9,32.0,8.2,5.39,14.49,6.35,8.14,2.282,2596.9,0.491,17.73,294,0.493,0.8,0.65,1.0,35.84,55.87,27.67,21.5,33.4,56.75,44.2,Moderate,0.491,0"
"1967,2024-12-21 09:19:00,2024-12-21,09:19,9,19,Saturday,5,12,2024,51,1,0,1,0,0,CMC Hospital Road,local,secondary,12.928866,79.137759,8.09,2,50,1,0,1,0,0,Cloudy,31.0,68.6,3000,0.0,3.7,None,0,0,0,43.08,2091,205,997,458,286,159,1,34.6,47.2,21.8,6.41,14.03,9.71,4.32,1.445,3485.2,0.431,19.23,258,0.453,0.9,0.97,1.0,45.76,23.54,64.16,34.9,43.1,36.55,58.61,Moderate,0.431,0"
"1968,2024-01-06 00:38:00,2024-01-06,00:38,0,38,Saturday,5,1,2024,1,1,0,0,0,1,Vellore Main Bazar,local,tertiary,12.931242,79.122638,8.22,2,40,0,0,0,0,1,Clear,29.2,63.9,5000,0.0,20.4,None,0,0,0,14.57,718,87,296,159,56,33,2,36.1,46.1,18.4,3.69,13.66,12.33,1.33,1.108,1197.7,0.146,26.36,87,0.145,0.3,1.0,1.0,23.45,18.51,23.53,38.3,46.0,16.19,13.63,Free Flow,0.146,0"
"1969,2024-10-25 01:14:00,2024-10-25,01:14,1,14,Friday,4,10,2024,43,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.892176,79.126301,5.38,4,100,0,1,0,1,0,Clear,41.4,78.5,5000,0.0,8.9,None,0,0,0,6.12,395,20,213,115,32,15,0,95.9,109.7,66.2,12.68,3.37,3.23,0.14,1.043,329.3,0.061,28.47,73,0.053,0.2,1.0,1.0,15.58,23.89,0.0,102.1,89.4,0.0,16.79,Free Flow,0.061,0"
"1970,2024-12-01 15:44:00,2024-12-01,15:44,15,44,Sunday,6,12,2024,48,1,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.94395,79.119702,3.82,2,40,0,0,0,1,0,Clear,40.9,78.3,5000,0.0,26.8,None,0,0,0,33.04,757,100,310,201,77,29,1,31.2,39.1,20.6,4.7,7.35,5.73,1.62,1.283,1262.1,0.33,21.74,198,0.273,0.9,1.0,1.0,31.39,51.31,34.05,34.5,41.2,32.43,33.61,Light,0.33,0"
"1971,2023-10-16 13:09:00,2023-10-16,13:09,13,9,Monday,0,10,2023,42,0,0,0,0,0,Anna Nagar Road,local,residential,12.926626,79.125807,11.61,1,30,0,0,0,0,0,Light Rain,30.7,56.0,2000,1.2,12.0,Breakdown,1,33,3,44.74,1558,85,866,481,121,72,3,18.5,25.7,6.3,13.84,37.65,23.22,14.43,1.621,5194.3,0.447,18.81,134,0.468,1.3,0.88,0.8,50.4,29.79,23.72,16.2,28.1,49.7,28.87,Moderate,0.447,0"
"1972,2023-04-23 18:17:00,2023-04-23,18:17,18,17,Sunday,6,4,2023,16,1,0,0,1,0,Bagayam Road,SH66,primary,12.902599,79.128962,6.55,3,60,1,0,0,0,0,Clear,37.3,70.8,5000,0.0,11.1,None,0,0,0,36.99,2180,268,1103,737,224,126,1,45.2,55.5,18.6,14.55,8.69,6.55,2.14,1.327,2422.8,0.37,20.75,332,0.389,1.4,1.0,1.0,30.56,35.42,27.55,48.3,52.2,30.69,27.56,Light,0.37,0"
"1973,2024-09-01 06:07:00,2024-09-01,06:07,6,7,Sunday,6,9,2024,35,1,0,0,0,0,Ambur Road,NH234,primary,12.98274,79.136028,10.57,3,60,1,0,0,0,0,Clear,35.7,73.0,5000,0.0,21.7,None,0,0,0,25.72,2446,203,1110,879,161,81,1,49.7,66.4,26.7,7.88,12.76,10.57,2.19,1.207,2718.6,0.257,23.57,231,0.26,0.9,1.0,1.0,11.33,32.84,13.24,52.9,59.7,26.53,41.86,Light,0.257,0"
"1974,2023-08-10 12:17:00,2023-08-10,12:17,12,17,Thursday,3,8,2023,32,0,0,0,0,0,CMC Hospital Road,local,secondary,12.924076,79.133557,2.74,2,50,1,0,1,0,0,Cloudy,28.4,71.0,3000,0.0,22.7,None,0,0,0,50.3,826,119,449,247,44,17,1,32.2,36.3,9.7,14.36,5.11,3.29,1.82,1.553,1378.2,0.503,17.43,301,0.506,1.3,0.97,1.0,52.6,53.93,51.29,29.5,30.0,40.39,57.46,Moderate,0.503,0"
"1975,2024-03-03 21:24:00,2024-03-03,21:24,21,24,Sunday,6,3,2024,9,1,0,0,0,0,Gudiyatham Road,SH149,secondary,12.941932,79.170647,8.4,2,50,1,0,0,0,0,Clear,34.3,85.2,5000,0.0,1.0,None,0,0,0,71.34,3595,459,2050,1074,366,80,3,26.2,36.5,17.7,14.31,19.24,10.08,9.16,1.909,5992.6,0.713,12.16,427,0.705,0.9,1.0,1.0,80.73,71.33,91.58,27.4,37.9,80.27,79.32,Heavy,0.713,1"
"1976,2023-03-14 00:06:00,2023-03-14,00:06,0,6,Tuesday,1,3,2023,11,0,0,0,0,1,Kasturibai Road,local,secondary,12.927943,79.131499,10.91,2,50,1,0,1,0,0,Clear,27.4,88.4,5000,0.0,21.2,Road Work,1,58,3,2.1,137,17,68,51,19,6,1,49.3,68.6,31.3,3.88,13.28,13.09,0.19,1.015,229.1,0.021,29.48,12,0.021,0.2,1.0,0.65,9.15,0.0,0.0,47.4,55.0,9.39,15.29,Free Flow,0.021,0"
"1977,2024-05-27 17:53:00,2024-05-27,17:53,17,53,Monday,0,5,2024,22,0,0,0,1,0,Sathuvachari Road,local,tertiary,12.93691,79.171084,10.13,2,40,0,0,0,0,0,Fog,24.2,85.6,300,0.0,17.1,None,0,0,0,61.1,3713,241,1710,1481,431,267,0,16.6,24.7,10.7,13.06,36.61,15.2,21.41,2.409,6189.4,0.611,14.72,366,0.541,1.9,0.7,1.0,66.39,67.48,39.11,10.6,26.4,60.33,77.85,Heavy,0.611,1"
"1978,2024-09-14 05:34:00,2024-09-14,05:34,5,34,Saturday,5,9,2024,37,1,0,0,0,1,VIT University Rd,local,secondary,12.969065,79.144729,6.85,2,50,1,0,0,0,0,Clear,29.3,41.8,5000,0.0,10.1,Festival Procession,1,165,4,10.16,417,33,245,98,27,20,0,46.6,66.6,19.9,9.41,8.82,8.22,0.6,1.073,696.0,0.102,27.46,60,0.098,0.3,1.0,0.5,23.08,3.36,0.0,53.2,38.2,10.08,0.0,Free Flow,0.102,0"
"1979,2024-10-18 22:05:00,2024-10-18,22:05,22,5,Friday,4,10,2024,42,0,0,0,0,1,Sankaranpalayam Rd,local,tertiary,12.917683,79.122988,3.22,2,40,0,0,0,0,0,Heavy Rain,39.2,87.2,800,54.4,12.3,None,0,0,0,5.86,113,16,48,41,11,8,2,25.0,31.2,11.9,9.63,7.73,4.83,2.9,1.6,188.7,0.059,28.54,35,0.05,0.8,0.65,1.0,20.82,16.27,0.0,28.3,25.7,9.02,17.91,Free Flow,0.059,0"
"1980,2023-10-01 21:50:00,2023-10-01,21:50,21,50,Sunday,6,10,2023,39,1,1,0,0,0,Sathuvachari Road,local,tertiary,12.938277,79.178894,8.76,2,40,0,0,0,1,0,Clear,26.2,42.2,5000,0.0,3.6,None,0,0,0,56.61,2975,204,1341,1076,410,108,0,24.9,31.1,8.6,13.55,21.11,13.14,7.97,1.607,4959.0,0.566,15.85,339,0.539,0.9,1.0,1.0,47.06,48.11,42.83,28.3,16.9,61.28,51.52,Moderate,0.566,0"
"1981,2023-01-27 04:15:00,2023-01-27,04:15,4,15,Friday,4,1,2023,4,0,0,0,0,1,CMC Hospital Road,local,secondary,12.928577,79.135318,2.56,2,50,1,0,1,0,0,Cloudy,39.8,48.7,3000,0.0,16.2,None,0,0,0,5.1,78,11,44,29,6,2,1,46.9,57.5,17.3,3.3,3.28,3.07,0.21,1.068,130.6,0.051,28.73,30,0.045,0.2,0.97,1.0,18.2,9.8,0.0,40.4,51.5,0.0,18.02,Free Flow,0.051,0"
"1982,2023-12-14 07:43:00,2023-12-14,07:43,7,43,Thursday,3,12,2023,50,0,0,0,0,0,Vellore Main Bazar,local,tertiary,12.929304,79.125431,2.13,2,40,0,0,0,0,1,Clear,25.7,58.1,5000,0.0,19.9,None,0,0,0,68.0,869,51,398,287,64,34,0,21.9,30.3,12.0,5.96,5.84,3.19,2.65,1.831,1448.4,0.68,13.0,407,0.688,0.8,1.0,1.0,71.75,70.84,90.19,26.5,30.8,67.71,57.66,Heavy,0.68,1"
"1983,2024-08-31 20:47:00,2024-08-31,20:47,20,47,Saturday,5,8,2024,35,1,0,0,0,0,Vellore Fort Road,local,secondary,12.947809,79.141895,10.29,2,50,1,0,1,1,0,Clear,37.5,45.9,5000,0.0,8.8,Road Work,1,39,1,64.65,3991,574,2364,1336,559,213,1,28.4,40.5,13.1,10.64,21.74,12.35,9.39,1.76,6652.5,0.647,13.84,387,0.591,1.4,1.0,0.65,54.02,69.67,71.14,30.3,20.9,58.18,64.44,Heavy,0.647,1"
"1984,2024-01-12 04:41:00,2024-01-12,04:41,4,41,Friday,4,1,2024,2,0,0,0,0,1,Ranipet Road,NH48,primary,12.88583,79.111014,8.43,3,60,1,0,0,0,0,Clear,34.1,51.3,5000,0.0,9.5,None,0,0,0,11.57,877,74,471,256,106,63,3,55.4,70.8,35.2,13.62,9.13,8.43,0.7,1.083,975.4,0.116,27.11,104,0.098,0.2,1.0,1.0,21.1,29.71,17.39,60.3,60.3,3.51,0.0,Free Flow,0.116,0"
"1985,2024-04-06 04:20:00,2024-04-06,04:20,4,20,Saturday,5,4,2024,14,1,0,0,0,1,Vellore Main Bazar,local,tertiary,12.921835,79.123976,9.67,2,40,0,0,0,1,1,Cloudy,28.5,81.1,3000,0.0,16.7,None,0,0,0,12.83,744,101,373,292,99,51,1,35.5,52.4,22.4,11.25,16.34,14.5,1.84,1.127,1240.7,0.128,26.79,76,0.139,0.3,0.97,1.0,1.92,20.61,14.99,33.0,24.6,3.11,8.96,Free Flow,0.128,0"
"1986,2024-03-14 12:50:00,2024-03-14,12:50,12,50,Thursday,3,3,2024,11,0,0,0,0,0,CMC Hospital Road,local,secondary,12.929325,79.13016,11.78,2,50,1,0,1,0,0,Fog,35.8,57.6,300,0.0,7.9,None,0,0,0,38.57,2726,167,1502,767,215,190,1,26.0,35.9,13.5,5.68,27.18,14.14,13.04,1.922,4543.5,0.386,20.36,231,0.363,1.3,0.7,1.0,24.64,45.12,35.3,27.8,25.1,30.49,37.92,Light,0.386,0"
"1987,2023-05-07 05:25:00,2023-05-07,05:25,5,25,Sunday,6,5,2023,18,1,0,0,0,1,Vellore Main Bazar,local,tertiary,12.926844,79.125482,6.98,2,40,0,0,0,1,1,Clear,25.7,85.3,5000,0.0,19.1,Accident,1,101,4,4.44,185,20,92,61,13,4,1,38.8,56.8,26.3,8.54,10.79,10.47,0.32,1.031,309.9,0.044,28.89,26,0.045,0.3,1.0,0.55,0.0,0.0,0.0,40.6,27.0,0.0,0.0,Free Flow,0.044,0"
"1988,2024-07-04 11:27:00,2024-07-04,11:27,11,27,Thursday,3,7,2024,27,0,0,0,0,0,Jolarpet Road,NH234,primary,12.944263,79.182805,4.6,3,60,1,0,0,0,0,Clear,35.1,60.1,5000,0.0,7.5,Breakdown,1,75,3,39.95,1653,207,990,541,132,119,1,44.0,61.7,13.5,6.84,6.27,4.6,1.67,1.363,1837.7,0.4,20.01,359,0.358,0.8,1.0,0.8,33.06,44.05,24.08,44.4,33.7,31.91,38.06,Light,0.4,0"
"1989,2023-10-19 18:18:00,2023-10-19,18:18,18,18,Thursday,3,10,2023,42,0,0,0,1,0,Vellore Main Bazar,local,tertiary,12.924751,79.122309,10.89,2,40,0,0,0,0,1,Clear,40.4,50.1,5000,0.0,26.2,None,0,0,0,100.0,6534,428,3855,2492,908,454,3,13.3,18.6,4.0,5.62,49.13,16.34,32.79,3.007,10890.0,1.0,5.0,600,1.057,1.9,1.0,1.0,109.71,93.64,103.38,18.0,8.6,98.83,106.09,Gridlock,1.0,1"
"1990,2024-12-28 09:04:00,2024-12-28,09:04,9,4,Saturday,5,12,2024,52,1,0,1,0,0,Gudiyatham Road,SH149,secondary,12.945175,79.178591,10.64,2,50,1,0,0,0,0,Clear,27.6,70.4,5000,0.0,16.9,None,0,0,0,13.29,848,56,356,187,116,42,2,45.6,57.1,18.1,3.37,14.0,12.77,1.23,1.096,1414.1,0.133,26.68,79,0.11,0.9,1.0,1.0,27.64,8.33,29.73,51.0,43.0,21.11,10.33,Free Flow,0.133,0"
"1991,2023-01-01 01:59:00,2023-01-01,01:59,1,59,Sunday,6,1,2023,52,1,1,0,0,1,Vellore-Chennai NH,NH48,motorway,12.891764,79.119753,8.32,4,100,0,1,0,0,0,Light Rain,38.8,84.7,2000,2.8,26.9,Road Work,1,20,3,3.55,354,47,195,121,37,25,2,85.9,126.5,59.3,13.82,5.81,4.99,0.82,1.164,295.4,0.035,29.11,42,0.039,0.3,0.88,0.65,0.0,21.75,0.0,86.0,91.2,10.23,0.0,Free Flow,0.035,0"
"1992,2024-01-13 15:55:00,2024-01-13,15:55,15,55,Saturday,5,1,2024,2,1,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.944687,79.123662,5.76,2,40,0,0,0,0,0,Clear,36.6,76.1,5000,0.0,9.5,None,0,0,0,37.58,1298,125,599,362,96,53,3,30.0,34.4,10.4,2.72,11.52,8.64,2.88,1.333,2164.6,0.376,20.61,225,0.365,0.9,1.0,1.0,34.84,40.41,42.54,31.9,41.3,33.19,40.97,Light,0.376,0"
"1993,2023-06-08 07:19:00,2023-06-08,07:19,7,19,Thursday,3,6,2023,23,0,0,0,0,0,Ranipet Road,NH48,primary,12.885932,79.112562,3.76,3,60,1,0,0,0,0,Light Rain,31.6,90.5,2000,5.5,23.1,Breakdown,1,98,4,23.19,784,74,359,235,56,48,3,44.6,62.3,14.4,2.69,5.06,3.76,1.3,1.346,871.9,0.232,24.2,208,0.218,0.8,0.88,0.8,24.32,20.19,17.35,47.5,41.4,18.85,43.11,Light,0.232,0"
"1994,2023-07-29 10:59:00,2023-07-29,10:59,10,59,Saturday,5,7,2023,30,1,0,1,0,0,Katpadi Road,SH66,primary,12.930925,79.136693,6.8,3,60,1,0,0,0,0,Clear,36.4,93.5,5000,0.0,16.2,None,0,0,0,83.64,5118,722,2103,1717,311,362,3,26.5,32.3,16.3,8.42,15.4,6.8,8.6,2.265,5687.5,0.836,9.09,752,0.671,1.4,1.0,1.0,84.33,101.92,101.43,32.9,21.8,89.62,64.67,Gridlock,0.836,1"
"1995,2023-07-27 21:10:00,2023-07-27,21:10,21,10,Thursday,3,7,2023,30,0,0,0,0,0,Gudiyatham Road,SH149,secondary,12.94488,79.170117,10.64,2,50,1,0,0,0,0,Clear,26.3,82.9,5000,0.0,12.3,Festival Procession,1,35,3,31.47,2009,297,971,494,222,85,0,39.5,58.2,26.1,8.47,16.16,12.77,3.39,1.265,3348.4,0.315,22.13,188,0.298,0.8,1.0,0.5,21.36,42.97,16.23,37.5,38.2,22.97,21.82,Light,0.315,0"
"1996,2024-02-26 11:44:00,2024-02-26,11:44,11,44,Monday,0,2,2024,9,0,0,0,0,0,Ranipet Road,NH48,primary,12.880378,79.1116,9.72,3,60,1,0,0,0,0,Clear,41.8,65.8,5000,0.0,22.2,None,0,0,0,61.87,5412,339,2376,2014,585,191,2,35.3,49.1,13.1,10.96,16.52,9.72,6.8,1.7,6013.8,0.619,14.53,556,0.605,0.8,1.0,1.0,49.49,59.09,63.77,41.8,33.4,57.9,62.88,Heavy,0.619,1"
"1997,2023-01-27 18:38:00,2023-01-27,18:38,18,38,Friday,4,1,2023,4,0,0,0,1,0,CMC Hospital Road,local,secondary,12.924836,79.134878,10.91,2,50,1,0,1,1,0,Light Rain,30.1,75.5,2000,5.6,29.8,None,0,0,0,87.19,5707,411,2555,1273,510,257,3,18.4,20.3,6.9,5.23,35.58,13.09,22.49,2.718,9512.4,0.872,8.2,523,0.954,1.9,0.88,1.0,92.27,88.5,78.6,20.0,11.2,90.73,69.49,Gridlock,0.872,1"
