"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,season,is_weekend,is_holiday,shift_label,is_morning_peak,is_evening_peak,is_night,hospital_id,hospital_name,hospital_level,er_capacity,patients_in_er,waiting_count,critical_patients,stable_patients,admitted_this_hour,discharged_this_hour,referred_out_this_hour,walk_in_patients,ambulance_arrivals,pediatric_cases,obstetric_cases,dominant_emergency_type,avg_wait_time_min,max_wait_time_min,avg_treatment_time_min,door_to_doctor_min,triage_duration_min,bed_turnover_rate,doctors_on_duty,nurses_on_duty,paramedics_on_duty,duty_doctor_specialist,defibrillator_operational,ct_scan_operational,xray_operational,lab_tat_min,oxygen_status,blood_units_available,ppe_adequate,temperature_celsius,humidity_percent,weather_condition,rain_impact_multiplier,er_load_ratio,icu_load_ratio,bed_occupancy_ratio,load_lag_1h,load_lag_2h,load_lag_24h,load_lag_7d,load_rolling_3h_avg,load_rolling_7d_avg,load_rolling_24h_std,local_event_nearby,highway_accident_reported,epidemic_alert_active,predicted_load_next_1h,er_load_class_next_1h,will_be_overloaded_next_1h"
"1659,2023-05-19 23:00:00,2023-05-19,23:00,23,0,Friday,4,5,2023,20,Summer,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,8,0,0,8,0,2,0,0,3,0,3,Poisoning,0.0,0.0,108.9,21.0,7.6,2.4,2,6,2,1,1,1,1,41.3,Low,47,1,31.9,67.3,Cloudy,1.0,0.4,0.484,0.513,0.492,0.293,0.226,0.451,0.395,0.506,0.0415,0,0,0,0.36,Low,0"
"1660,2023-05-20 10:00:00,2023-05-20,10:00,10,0,Saturday,5,5,2023,20,Summer,1,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,20,9,3,17,1,1,1,3,4,0,2,Road Accident,33.0,61.7,72.2,23.2,11.5,1.2,5,14,6,0,1,1,1,56.6,Medium,35,1,25.6,41.0,Clear,1.0,1.0,0.448,0.764,0.961,1.141,0.897,0.942,1.034,0.893,0.1478,0,0,0,0.98,High,0"
"1661,2023-05-21 08:00:00,2023-05-21,08:00,8,0,Sunday,6,5,2023,20,Summer,1,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,20,9,3,17,1,0,0,2,2,0,0,Road Accident,28.6,66.6,175.0,18.2,9.3,0.0,5,14,1,1,1,1,1,74.5,Medium,19,1,25.6,73.7,Cloudy,1.0,1.0,0.522,0.817,1.015,1.013,0.93,1.249,1.009,1.147,0.0601,0,0,0,1.121,Overloaded,1"
"1662,2023-05-22 21:00:00,2023-05-22,21:00,21,0,Monday,0,5,2023,21,Summer,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,15,1,2,13,3,0,0,1,5,1,3,Unknown/General,7.8,18.7,167.2,29.0,6.7,0.0,4,10,4,0,1,1,1,76.1,Low,29,1,26.9,48.6,Cloudy,1.0,0.75,0.97,0.864,0.808,0.664,0.732,0.509,0.741,0.805,0.1885,0,0,0,0.648,Medium,0"
"1663,2023-05-23 00:00:00,2023-05-23,00:00,0,0,Tuesday,1,5,2023,21,Summer,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,6,0,1,5,1,0,0,2,2,1,1,Cardiac Arrest,0.0,0.0,40.2,6.6,6.9,0.0,2,6,3,1,1,1,0,52.1,Low,45,1,28.7,56.4,Clear,1.0,0.3,0.475,0.75,0.239,0.221,0.109,0.347,0.253,0.409,0.1997,0,0,0,0.357,Low,0"
"1664,2023-05-24 07:00:00,2023-05-24,07:00,7,0,Wednesday,2,5,2023,21,Summer,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,14,1,2,12,1,1,0,3,1,0,3,Road Accident,4.8,10.6,70.4,21.6,2.7,1.2,5,14,2,1,1,1,1,84.6,Full,13,1,27.8,59.1,Clear,1.0,0.7,0.622,0.81,0.761,0.739,0.591,0.489,0.733,0.751,0.1558,0,0,0,0.766,High,0"
"1665,2023-05-25 02:00:00,2023-05-25,02:00,2,0,Thursday,3,5,2023,21,Summer,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,4,0,0,4,0,0,0,0,4,0,3,Cardiac Arrest,0.0,0.0,113.6,20.9,8.6,0.0,2,6,1,1,1,1,1,76.7,Medium,15,1,27.4,84.3,Clear,1.0,0.2,0.591,0.989,0.226,0.232,0.377,0.356,0.219,0.297,0.1673,0,0,0,0.171,Low,0"
"1666,2023-05-26 17:00:00,2023-05-26,17:00,17,0,Friday,4,5,2023,21,Summer,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,22,4,1,16,4,5,4,3,5,2,3,Road Accident,12.2,23.3,176.6,10.4,11.0,6.0,4,10,5,0,1,1,1,76.5,Medium,1,1,31.8,42.0,Heavy Rain,1.3,1.1,0.746,0.896,1.111,1.121,0.971,0.992,1.111,1.028,0.1842,0,0,0,0.996,High,0"
"1667,2023-05-27 04:00:00,2023-05-27,04:00,4,0,Saturday,5,5,2023,21,Summer,1,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,6,0,1,5,2,0,0,0,2,0,1,Fracture/Trauma,0.0,0.0,94.2,17.5,5.3,0.0,2,6,3,1,1,1,1,76.9,Medium,15,1,27.4,77.0,Clear,1.0,0.3,0.74,0.933,0.267,0.337,0.243,0.305,0.301,0.275,0.062,0,0,0,0.31,Low,0"
"1668,2023-05-28 06:00:00,2023-05-28,06:00,6,0,Sunday,6,5,2023,21,Summer,1,0,Morning,0,0,0,H008,District HQ Hospital Vellore,Government,20,11,0,1,9,3,0,0,2,3,0,0,Pediatric Emergency,0.0,0.0,31.3,13.4,3.2,0.0,5,14,1,1,1,1,1,45.6,Full,42,1,25.6,78.7,Rain,1.1,0.55,0.784,0.938,0.582,0.517,0.558,0.434,0.55,0.576,0.1856,0,0,0,0.568,Medium,0"
"1669,2023-05-29 11:00:00,2023-05-29,11:00,11,0,Monday,0,5,2023,22,Summer,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,18,5,1,16,1,1,4,2,2,3,2,Cardiac Arrest,34.5,74.6,176.7,17.1,3.7,1.2,5,14,6,0,1,1,1,16.4,Medium,38,1,37.2,69.4,Rain,1.1,0.9,0.407,0.518,0.907,0.961,0.972,1.01,0.923,0.77,0.1162,0,0,0,0.799,High,0"
"1670,2023-05-30 07:00:00,2023-05-30,07:00,7,0,Tuesday,1,5,2023,22,Summer,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,14,1,0,14,1,3,0,1,1,0,2,Road Accident,4.8,13.4,118.5,30.0,11.7,3.6,5,14,4,1,1,1,1,86.3,Low,31,1,27.9,56.4,Clear,1.0,0.7,0.773,0.707,0.713,0.755,0.521,0.619,0.723,0.787,0.0681,0,0,0,0.622,Medium,0"
"1671,2023-05-31 07:00:00,2023-05-31,07:00,7,0,Wednesday,2,5,2023,22,Summer,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,14,1,0,14,1,3,0,2,3,1,2,Road Accident,7.5,16.0,152.2,29.1,6.8,3.6,5,14,3,0,1,1,1,87.5,Low,44,1,26.7,51.4,Cloudy,1.0,0.7,0.711,0.692,0.642,0.575,0.678,0.928,0.639,0.706,0.1168,0,0,0,0.768,High,0"
"1672,2023-06-01 23:00:00,2023-06-01,23:00,23,0,Thursday,3,6,2023,22,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,8,0,0,8,0,1,0,2,2,0,1,Pediatric Emergency,0.0,0.0,149.7,21.9,5.5,1.2,2,6,5,0,1,1,1,76.6,Full,23,1,36.4,46.9,Clear,1.0,0.4,0.463,0.891,0.429,0.536,0.517,0.592,0.455,0.482,0.1671,0,0,0,0.445,Low,0"
"1673,2023-06-02 08:00:00,2023-06-02,08:00,8,0,Friday,4,6,2023,22,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,17,4,0,17,6,3,2,0,2,2,2,Road Accident,18.7,54.3,37.8,23.6,12.8,3.6,5,14,4,0,1,1,1,49.1,Low,37,1,40.6,46.8,Clear,1.0,0.85,0.798,0.96,0.838,0.738,0.726,0.822,0.809,0.731,0.0761,0,0,0,0.766,High,0"
"1674,2023-06-03 17:00:00,2023-06-03,17:00,17,0,Saturday,5,6,2023,22,Monsoon,1,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,24,8,1,18,1,1,3,4,1,0,0,Road Accident,34.8,103.2,44.1,24.1,9.8,1.2,4,10,4,1,1,1,1,44.9,Low,33,1,26.3,67.8,Heavy Rain,1.3,1.2,0.644,0.502,1.164,1.152,1.104,1.447,1.172,1.136,0.1454,0,0,0,1.374,Overloaded,1"
"1675,2023-06-04 12:00:00,2023-06-04,12:00,12,0,Sunday,6,6,2023,22,Monsoon,1,0,Morning,0,0,0,H008,District HQ Hospital Vellore,Government,20,23,6,2,16,3,4,4,2,0,3,1,Fracture/Trauma,40.2,117.4,98.9,21.9,8.8,4.8,5,14,1,0,1,1,1,17.4,Full,25,1,38.0,86.9,Heavy Rain,1.3,1.15,0.568,0.748,1.166,1.179,1.236,1.184,1.165,1.221,0.0625,0,0,0,1.354,Overloaded,1"
"1676,2023-06-05 22:00:00,2023-06-05,22:00,22,0,Monday,0,6,2023,23,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,12,0,1,10,3,2,0,2,4,2,0,Obstetric Emergency,0.0,0.0,168.2,27.2,9.5,2.4,2,6,3,1,1,1,1,28.4,Full,0,0,40.8,90.3,Rain,1.1,0.6,0.72,0.779,0.504,0.542,0.553,0.718,0.549,0.709,0.0554,0,0,0,0.684,Medium,0"
"1677,2023-06-06 03:00:00,2023-06-06,03:00,3,0,Tuesday,1,6,2023,23,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,5,0,0,5,2,1,0,1,2,1,1,Cardiac Arrest,0.0,0.0,100.5,27.0,5.0,1.2,2,6,4,0,1,1,1,49.6,Full,11,1,40.5,76.3,Cloudy,1.0,0.25,0.407,0.567,0.257,0.36,0.381,0.391,0.289,0.338,0.1701,0,0,0,0.248,Low,0"
"1678,2023-06-07 01:00:00,2023-06-07,01:00,1,0,Wednesday,2,6,2023,23,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,5,0,0,5,0,0,0,1,2,0,1,Cardiac Arrest,0.0,0.0,99.4,26.0,6.2,0.0,2,6,1,1,1,1,1,21.3,Low,12,1,38.1,80.1,Cloudy,1.0,0.25,0.999,0.873,0.243,0.363,0.1,0.194,0.285,0.193,0.0364,0,0,0,0.266,Low,0"
"1679,2023-06-08 09:00:00,2023-06-08,09:00,9,0,Thursday,3,6,2023,23,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,22,5,2,15,4,0,1,1,4,1,1,Road Accident,16.0,28.1,81.4,6.0,10.7,0.0,5,14,2,1,0,1,1,51.4,Low,23,1,29.0,71.8,Heavy Rain,1.3,1.1,0.415,0.62,1.051,1.193,1.253,0.987,1.115,0.98,0.0631,0,0,0,1.258,Overloaded,1"
"1680,2023-06-09 03:00:00,2023-06-09,03:00,3,0,Friday,4,6,2023,23,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,3,0,0,3,1,0,0,0,0,0,2,Cardiac Arrest,0.0,0.0,49.9,16.6,5.9,0.0,2,6,6,1,1,1,1,35.2,Low,34,1,40.9,74.0,Heavy Rain,1.3,0.15,0.576,0.82,0.22,0.1,0.254,0.2,0.157,0.254,0.072,0,0,0,0.145,Low,0"
"1681,2023-06-10 20:00:00,2023-06-10,20:00,20,0,Saturday,5,6,2023,23,Monsoon,1,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,17,5,2,15,0,4,4,0,0,2,0,Fracture/Trauma,26.7,77.8,117.0,3.0,14.0,4.8,4,10,3,1,1,1,1,64.8,Low,33,1,34.7,76.1,Clear,1.0,0.85,0.416,0.629,0.772,0.783,1.019,0.966,0.802,0.944,0.0891,0,0,1,0.928,High,0"
"1682,2023-06-11 00:00:00,2023-06-11,00:00,0,0,Sunday,6,6,2023,23,Monsoon,1,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,7,0,0,7,2,0,0,2,0,1,3,Cardiac Arrest,0.0,0.0,50.5,4.9,14.7,0.0,2,6,4,1,1,1,1,30.3,Low,19,1,32.2,60.5,Cloudy,1.0,0.35,0.823,0.547,0.26,0.5,0.276,0.275,0.37,0.406,0.0337,0,0,0,0.354,Low,0"
"1683,2023-06-12 06:00:00,2023-06-12,06:00,6,0,Monday,0,6,2023,24,Monsoon,0,0,Morning,0,0,0,H008,District HQ Hospital Vellore,Government,20,11,0,0,9,2,2,0,1,5,0,2,Pediatric Emergency,0.0,0.0,148.9,10.2,3.8,2.4,5,14,1,1,1,0,1,80.0,Medium,50,1,33.2,93.0,Heavy Rain,1.3,0.55,0.794,0.657,0.615,0.572,0.727,0.713,0.579,0.613,0.0403,0,0,0,0.651,Medium,0"
"1684,2023-06-13 05:00:00,2023-06-13,05:00,5,0,Tuesday,1,6,2023,24,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,5,0,1,4,2,0,0,0,3,0,0,Cardiac Arrest,0.0,0.0,22.9,18.2,3.2,0.0,2,6,2,0,1,1,1,55.8,Medium,14,1,36.7,70.2,Rain,1.1,0.25,0.579,0.602,0.33,0.393,0.187,0.371,0.324,0.19,0.1339,0,0,0,0.28,Low,0"
"1685,2023-06-14 20:00:00,2023-06-14,20:00,20,0,Wednesday,2,6,2023,24,Monsoon,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,15,2,0,15,0,1,0,2,0,3,2,Fracture/Trauma,15.1,38.5,170.8,24.0,12.0,1.2,4,10,1,0,1,1,1,45.0,Medium,48,1,30.1,68.8,Cloudy,1.0,0.75,0.801,0.825,0.702,0.616,0.765,0.679,0.689,0.707,0.1774,0,0,0,0.799,High,0"
"1686,2023-06-15 04:00:00,2023-06-15,04:00,4,0,Thursday,3,6,2023,24,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,5,0,0,5,2,1,0,0,4,1,3,Unknown/General,0.0,0.0,78.4,11.0,7.7,1.2,2,6,5,1,1,1,1,77.6,Medium,47,1,38.5,88.9,Rain,1.1,0.25,0.911,0.801,0.336,0.275,0.411,0.455,0.287,0.155,0.0845,0,1,0,0.257,Low,0"
"1687,2023-06-16 09:00:00,2023-06-16,09:00,9,0,Friday,4,6,2023,24,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,19,8,2,17,6,5,2,3,1,1,0,Road Accident,26.7,78.6,89.5,14.7,13.6,6.0,5,14,3,1,1,1,1,19.8,Medium,24,1,42.0,94.4,Cloudy,1.0,0.95,0.777,0.925,0.92,0.849,0.798,1.155,0.906,0.977,0.0301,0,0,0,1.099,Overloaded,1"
"1688,2023-06-17 06:00:00,2023-06-17,06:00,6,0,Saturday,5,6,2023,24,Monsoon,1,0,Morning,0,0,0,H008,District HQ Hospital Vellore,Government,20,10,0,0,10,0,2,0,1,5,2,1,Pediatric Emergency,0.0,0.0,67.3,25.5,7.0,2.4,5,14,2,0,1,1,1,71.8,Medium,29,1,36.9,71.2,Clear,1.0,0.5,0.461,0.693,0.453,0.467,0.591,0.472,0.473,0.413,0.1673,0,0,0,0.533,Medium,0"
"1689,2023-06-18 21:00:00,2023-06-18,21:00,21,0,Sunday,6,6,2023,24,Monsoon,1,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,19,2,1,14,3,3,0,5,3,1,1,Respiratory Distress,9.1,17.9,83.6,8.4,9.8,3.6,4,10,2,1,1,1,1,48.6,Medium,5,1,25.5,63.2,Heavy Rain,1.3,0.95,0.511,0.758,0.942,0.917,0.84,1.143,0.936,0.855,0.1999,0,0,0,1.104,Overloaded,1"
"1690,2023-06-19 09:00:00,2023-06-19,09:00,9,0,Monday,0,6,2023,25,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,17,4,2,15,1,1,5,5,0,3,2,Road Accident,16.9,48.7,138.3,19.5,13.5,1.2,5,14,6,1,1,1,1,85.7,Full,40,1,32.6,82.5,Clear,1.0,0.85,0.465,0.915,0.824,0.785,1.049,0.618,0.82,0.798,0.095,0,0,0,0.885,High,0"
"1691,2023-06-20 16:00:00,2023-06-20,16:00,16,0,Tuesday,1,6,2023,25,Monsoon,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,22,4,1,16,6,3,3,3,3,3,2,Cardiac Arrest,18.1,53.8,147.9,14.3,5.0,3.6,4,10,5,0,1,1,1,64.6,Low,49,1,39.9,47.2,Heavy Rain,1.3,1.1,0.959,0.943,1.081,0.993,0.939,1.161,1.058,1.138,0.1146,0,0,0,0.969,High,0"
"1692,2023-06-21 06:00:00,2023-06-21,06:00,6,0,Wednesday,2,6,2023,25,Monsoon,0,0,Morning,0,0,0,H008,District HQ Hospital Vellore,Government,20,10,0,1,9,3,0,0,1,2,2,2,Obstetric Emergency,0.0,0.0,93.5,12.2,7.8,0.0,5,14,3,1,1,1,1,86.8,Low,5,1,35.3,62.9,Clear,1.0,0.5,0.563,0.852,0.58,0.397,0.344,0.607,0.492,0.572,0.0613,0,0,0,0.447,Low,0"
"1693,2023-06-22 00:00:00,2023-06-22,00:00,0,0,Thursday,3,6,2023,25,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,6,0,1,5,2,1,0,2,0,1,0,Cardiac Arrest,0.0,0.0,31.4,8.4,10.8,1.2,2,6,1,0,1,1,1,51.8,Medium,44,1,24.2,74.8,Clear,1.0,0.3,0.997,0.768,0.27,0.379,0.488,0.1,0.316,0.208,0.1328,0,0,1,0.281,Low,0"
"1694,2023-06-23 06:00:00,2023-06-23,06:00,6,0,Friday,4,6,2023,25,Monsoon,0,0,Morning,0,0,0,H008,District HQ Hospital Vellore,Government,20,11,0,1,8,2,2,0,2,1,2,3,Cardiac Arrest,0.0,0.0,108.8,24.8,12.2,2.4,5,14,1,0,1,0,1,35.1,Low,50,0,40.8,44.1,Heavy Rain,1.3,0.55,0.737,0.503,0.577,0.696,0.389,0.7,0.608,0.519,0.1737,0,0,0,0.531,Medium,0"
"1695,2023-06-24 18:00:00,2023-06-24,18:00,18,0,Saturday,5,6,2023,25,Monsoon,1,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,20,9,3,17,5,4,5,2,2,4,0,Road Accident,71.8,144.5,145.1,22.8,13.8,4.8,4,10,2,1,1,1,1,49.5,Full,37,1,38.9,69.6,Cloudy,1.0,1.0,0.593,0.694,0.992,1.057,0.935,0.891,1.016,1.109,0.1603,0,0,0,0.942,High,0"
"1696,2023-06-25 16:00:00,2023-06-25,16:00,16,0,Sunday,6,6,2023,25,Monsoon,1,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,22,5,1,16,2,5,5,5,3,4,1,Respiratory Distress,25.0,52.3,56.5,23.6,6.3,6.0,4,10,1,1,1,1,1,21.3,Low,3,1,27.5,64.1,Heavy Rain,1.3,1.1,0.598,0.517,1.046,0.977,1.084,0.948,1.041,1.228,0.1499,0,0,0,1.318,Overloaded,1"
"1697,2023-06-26 04:00:00,2023-06-26,04:00,4,0,Monday,0,6,2023,26,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,4,0,0,4,1,1,0,0,4,1,1,Poisoning,0.0,0.0,156.5,20.9,7.8,1.2,2,6,2,1,1,1,1,21.6,Medium,25,1,38.3,40.9,Rain,1.1,0.2,0.813,0.932,0.197,0.235,0.328,0.1,0.211,0.21,0.0697,0,0,0,0.17,Low,0"
"1698,2023-06-27 20:00:00,2023-06-27,20:00,20,0,Tuesday,1,6,2023,26,Monsoon,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,16,3,0,16,3,0,0,2,5,3,1,Unknown/General,9.2,17.2,173.6,3.5,10.8,0.0,4,10,1,0,1,1,1,38.0,Low,43,1,28.1,90.1,Cloudy,1.0,0.8,0.546,0.58,0.756,0.936,0.973,1.01,0.831,0.772,0.0418,0,0,0,0.868,High,0"
"1699,2023-06-28 05:00:00,2023-06-28,05:00,5,0,Wednesday,2,6,2023,26,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,6,0,1,5,1,0,0,0,2,1,0,Road Accident,0.0,0.0,26.3,20.8,8.8,0.0,2,6,5,1,1,1,1,17.1,Low,10,1,37.0,55.0,Cloudy,1.0,0.3,0.439,0.653,0.209,0.194,0.388,0.222,0.234,0.308,0.0719,0,0,0,0.256,Low,0"
"1700,2023-06-29 07:00:00,2023-06-29,07:00,7,0,Thursday,3,6,2023,26,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,13,0,1,12,3,3,0,2,1,2,2,Road Accident,0.0,0.0,175.4,17.0,4.2,3.6,5,14,6,1,1,1,1,30.6,Medium,17,1,41.9,80.7,Cloudy,1.0,0.65,0.854,0.883,0.644,0.572,0.652,0.626,0.622,0.648,0.0731,0,0,0,0.745,Medium,0"
"1701,2023-06-30 15:00:00,2023-06-30,15:00,15,0,Friday,4,6,2023,26,Monsoon,0,0,Afternoon,0,0,0,H008,District HQ Hospital Vellore,Government,20,17,3,0,16,0,0,0,0,4,0,3,Fracture/Trauma,17.7,36.3,57.3,22.3,4.9,0.0,4,10,5,0,1,1,1,49.1,Low,46,1,38.4,75.7,Rain,1.1,0.85,0.922,0.876,0.899,0.877,0.743,1.039,0.875,0.856,0.1067,0,0,1,0.969,High,0"
"1702,2023-07-01 00:00:00,2023-07-01,00:00,0,0,Saturday,5,7,2023,26,Monsoon,1,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,8,0,1,7,1,1,0,2,2,0,3,Cardiac Arrest,0.0,0.0,102.4,15.0,13.9,1.2,2,6,1,1,1,1,1,70.2,Low,24,1,39.4,88.3,Rain,1.1,0.4,0.424,0.883,0.426,0.455,0.286,0.532,0.427,0.444,0.1621,0,0,0,0.341,Low,0"
"1703,2023-07-02 17:00:00,2023-07-02,17:00,17,0,Sunday,6,7,2023,26,Monsoon,1,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,20,9,2,18,4,2,1,3,3,4,3,Road Accident,53.4,144.8,79.3,22.7,12.4,2.4,4,10,1,1,1,1,1,15.5,Medium,5,1,32.1,57.9,Cloudy,1.0,1.0,0.84,0.531,0.919,1.002,0.881,1.137,0.974,0.862,0.0476,0,0,0,1.032,Overloaded,1"
"1704,2023-07-03 09:00:00,2023-07-03,09:00,9,0,Monday,0,7,2023,27,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,22,9,0,20,0,2,3,3,2,3,3,Road Accident,45.5,96.9,160.8,15.4,4.8,2.4,5,14,1,0,1,1,1,84.9,Full,6,1,24.6,91.6,Rain,1.1,1.1,0.806,0.582,1.181,1.17,1.155,1.096,1.15,1.171,0.0847,0,0,0,1.065,Overloaded,1"
"1705,2023-07-04 19:00:00,2023-07-04,19:00,19,0,Tuesday,1,7,2023,27,Monsoon,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,20,9,2,18,4,5,5,1,1,1,0,Road Accident,31.6,60.5,128.5,22.1,5.2,6.0,4,10,4,1,1,1,1,26.9,Full,8,1,37.4,91.8,Clear,1.0,1.0,0.819,0.87,1.002,1.125,0.994,0.764,1.042,1.028,0.1869,0,0,0,0.854,High,0"
"1706,2023-07-05 03:00:00,2023-07-05,03:00,3,0,Wednesday,2,7,2023,27,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,6,0,1,4,2,1,0,2,3,0,3,Cardiac Arrest,0.0,0.0,118.3,13.6,12.2,1.2,2,6,1,1,1,1,1,35.1,Low,4,1,40.3,64.3,Heavy Rain,1.3,0.3,0.735,0.836,0.367,0.265,0.147,0.208,0.311,0.441,0.0777,0,0,0,0.31,Low,0"
"1707,2023-07-06 04:00:00,2023-07-06,04:00,4,0,Thursday,3,7,2023,27,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,5,0,0,5,2,0,0,1,4,0,3,Fracture/Trauma,0.0,0.0,108.8,15.6,6.4,0.0,2,6,4,0,1,1,1,30.9,Low,26,1,35.6,43.3,Rain,1.1,0.25,0.71,0.653,0.305,0.265,0.114,0.1,0.273,0.283,0.0882,0,0,0,0.244,Low,0"
"1708,2023-07-07 21:00:00,2023-07-07,21:00,21,0,Friday,4,7,2023,27,Monsoon,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,17,3,0,16,6,1,0,1,3,1,2,Respiratory Distress,20.1,48.5,52.4,5.9,14.4,1.2,4,10,1,0,1,1,1,37.7,Low,32,1,24.9,45.3,Rain,1.1,0.85,0.956,0.845,0.812,0.869,1.035,0.984,0.844,0.744,0.151,0,0,0,0.877,High,0"
"1709,2023-07-08 02:00:00,2023-07-08,02:00,2,0,Saturday,5,7,2023,27,Monsoon,1,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,7,0,0,7,1,0,0,1,2,0,3,Cardiac Arrest,0.0,0.0,101.7,7.1,9.9,0.0,2,6,2,1,0,1,1,89.2,Full,27,1,31.7,81.4,Cloudy,1.0,0.35,0.61,0.68,0.431,0.22,0.416,0.163,0.334,0.245,0.1005,0,0,0,0.347,Low,0"
"1710,2023-07-09 01:00:00,2023-07-09,01:00,1,0,Sunday,6,7,2023,27,Monsoon,1,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,8,0,1,7,0,1,0,1,4,1,1,Cardiac Arrest,0.0,0.0,152.0,29.3,8.2,1.2,2,6,1,1,1,1,1,87.9,Low,35,1,39.8,66.6,Rain,1.1,0.4,0.96,0.815,0.347,0.402,0.411,0.513,0.383,0.545,0.135,0,0,0,0.449,Low,0"
"1711,2023-07-10 17:00:00,2023-07-10,17:00,17,0,Monday,0,7,2023,28,Monsoon,0,0,Afternoon,0,1,0,H008,District HQ Hospital Vellore,Government,20,20,8,2,17,7,2,4,6,1,0,0,Road Accident,54.5,159.6,77.5,25.4,5.4,2.4,4,10,4,1,1,1,1,25.4,Full,50,1,34.8,65.7,Rain,1.1,1.0,0.575,0.713,0.911,1.044,0.827,0.932,0.985,0.874,0.0858,0,0,0,1.15,Overloaded,1"
"1712,2023-07-11 01:00:00,2023-07-11,01:00,1,0,Tuesday,1,7,2023,28,Monsoon,0,0,Night,0,0,1,H008,District HQ Hospital Vellore,Government,20,5,0,1,4,0,1,0,0,0,1,3,Cardiac Arrest,0.0,0.0,160.1,5.5,3.9,1.2,2,6,6,0,1,1,1,25.6,Medium,26,1,39.5,74.8,Cloudy,1.0,0.25,0.821,0.981,0.193,0.339,0.253,0.223,0.261,0.295,0.1997,0,0,0,0.225,Low,0"
"1713,2023-07-12 07:00:00,2023-07-12,07:00,7,0,Wednesday,2,7,2023,28,Monsoon,0,0,Morning,1,0,0,H008,District HQ Hospital Vellore,Government,20,16,3,0,16,0,1,0,4,2,1,2,Road Accident,13.3,31.7,159.0,8.2,6.5,1.2,5,14,5,0,1,1,1,17.3,Medium,15,1,36.7,67.5,Cloudy,1.0,0.8,0.932,0.638,0.899,0.683,0.82,0.651,0.794,0.826,0.1192,0,0,0,0.873,High,0"
